City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
229,Seoul,KR,37.5683,126.9778,80.04,88,35,3.29,scattered clouds,2022-07-28 20:00:37
230,Qaanaaq,GL,77.484,-69.3632,41.22,68,11,2.95,few clouds,2022-07-28 20:01:12
231,Solnechnyy,RU,50.7214,136.6319,65.95,95,100,1.28,overcast clouds,2022-07-28 20:06:43
232,Batagay-Alyta,RU,67.8006,130.4114,71.65,63,63,1.86,broken clouds,2022-07-28 20:07:00
233,Thompson,CA,55.7435,-97.8558,73.56,38,20,8.05,few clouds,2022-07-28 19:59:43
234,Luderitz,NA,-26.6481,15.1594,54.52,86,60,2.68,broken clouds,2022-07-28 20:05:46
235,Padang,ID,-0.9492,100.3543,78.31,85,100,4.16,light rain,2022-07-28 20:07:00
236,Tatawin,TN,32.9297,10.4518,83.66,53,0,9.42,clear sky,2022-07-28 20:07:01
237,Yulara,AU,-25.2406,130.9889,47.59,34,89,9.66,overcast clouds,2022-07-28 20:04:27
238,Saint-Joseph,RE,-21.3667,55.6167,66.2,82,2,9.22,clear sky,2022-07-28 20:05:11
239,Souillac,MU,-20.5167,57.5167,68.38,88,75,8.05,broken clouds,2022-07-28 20:03:47
240,Sovetskaya Gavan,RU,48.9723,140.2878,60.4,96,95,0.85,overcast clouds,2022-07-28 20:07:01
241,Nicoya,CR,10.1483,-85.452,84.47,69,100,2.64,overcast clouds,2022-07-28 20:04:02
242,Luganville,VU,-15.5333,167.1667,77.86,85,100,4.18,overcast clouds,2022-07-28 20:07:02
243,Ferme-Neuve,CA,46.7001,-75.4493,76.62,57,94,6.64,overcast clouds,2022-07-28 20:07:03
244,Kidal,ML,18.4411,1.4078,86.13,50,83,18.72,light rain,2022-07-28 20:07:03
245,Mahajanga,MG,-15.7167,46.3167,73.81,70,90,2.91,overcast clouds,2022-07-28 20:06:40
246,Faya,SA,18.3851,42.4509,70.32,56,100,1.39,overcast clouds,2022-07-28 20:02:43
247,Bereda,ES,43.2686,-7.5406,68.41,95,12,2.73,few clouds,2022-07-28 20:04:32
248,Tomatlan,MX,19.9333,-105.25,90.61,49,53,10.85,broken clouds,2022-07-28 20:07:04
249,Senneterre,CA,48.3835,-77.2328,59.09,94,100,8.39,overcast clouds,2022-07-28 20:07:04
250,Paamiut,GL,61.994,-49.6678,41.85,92,100,18.75,overcast clouds,2022-07-28 20:05:42
251,Araceli,PH,10.5529,119.9913,82.94,79,100,8.93,very heavy rain,2022-07-28 20:07:04
252,Atkarsk,RU,51.8718,45.0078,69.94,69,9,4.18,clear sky,2022-07-28 20:07:05
253,Okhotsk,RU,59.3833,143.3,58.96,88,8,6.89,clear sky,2022-07-28 20:07:05
254,San Cristobal,VE,7.7669,-72.225,75.38,60,99,6.8,overcast clouds,2022-07-28 20:07:05
255,Zeya,RU,53.75,127.2667,66.0,99,100,2.28,light rain,2022-07-28 20:07:06
256,Carnarvon,AU,-24.8667,113.6333,70.07,55,100,6.98,overcast clouds,2022-07-28 20:04:17
257,Sisimiut,GL,66.9395,-53.6735,44.65,76,100,5.86,overcast clouds,2022-07-28 20:07:06
258,Badulla,LK,6.9895,81.0557,71.02,89,100,1.99,light rain,2022-07-28 20:07:07
259,Fairbanks,US,64.8378,-147.7164,61.61,64,20,4.61,few clouds,2022-07-28 20:06:51
260,Muli,MV,2.9167,73.5667,81.77,75,55,13.11,broken clouds,2022-07-28 20:07:07
261,Hovd,MN,48.0056,91.6419,62.4,41,80,2.71,broken clouds,2022-07-28 20:05:56
262,Grand Gaube,MU,-20.0064,57.6608,69.39,77,2,1.01,clear sky,2022-07-28 20:05:35
263,Tanout,NE,14.9709,8.8879,82.09,52,92,7.0,overcast clouds,2022-07-28 20:07:07
264,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,79,51,18.97,broken clouds,2022-07-28 20:07:08
265,Cheney,US,47.4874,-117.5758,99.81,26,20,0.0,few clouds,2022-07-28 20:07:08
266,Kampar,MY,4.3,101.15,75.92,88,89,2.86,overcast clouds,2022-07-28 20:07:08
267,Isangel,VU,-19.55,169.2667,74.34,89,100,11.18,overcast clouds,2022-07-28 20:07:09
268,Dingle,PH,10.9995,122.6711,77.61,90,100,7.38,overcast clouds,2022-07-28 20:05:33
269,Lata,PT,40.1629,-8.3327,64.54,79,0,5.99,clear sky,2022-07-28 20:07:09
270,Namatanai,PG,-3.6667,152.4333,79.48,79,89,10.87,overcast clouds,2022-07-28 20:04:09
271,Tautira,PF,-17.7333,-149.15,77.34,77,23,24.23,light rain,2022-07-28 20:04:38
272,Inhambane,MZ,-23.865,35.3833,63.57,72,0,3.69,clear sky,2022-07-28 20:07:04
273,San Patricio,US,28.017,-97.5169,99.16,41,61,18.86,broken clouds,2022-07-28 20:04:35
274,Naqadeh,IR,36.9553,45.388,77.23,36,0,2.71,clear sky,2022-07-28 20:07:10
275,Athni,IN,16.7333,75.0667,79.93,75,99,6.15,overcast clouds,2022-07-28 20:07:10
276,Marathon,US,44.9,-89.7668,73.15,56,75,11.5,broken clouds,2022-07-28 20:07:11
277,San Jose,US,37.3394,-121.895,90.9,52,40,9.22,scattered clouds,2022-07-28 20:05:04
278,Talnakh,RU,69.4865,88.3972,53.6,75,0,8.72,clear sky,2022-07-28 20:04:00
279,Bathsheba,BB,13.2167,-59.5167,86.61,79,40,20.71,scattered clouds,2022-07-28 20:05:02
280,Dharchula,IN,29.85,80.5333,71.56,94,99,0.49,heavy intensity rain,2022-07-28 20:07:11
281,Neka,IR,36.6508,53.299,75.78,89,100,8.23,light rain,2022-07-28 20:07:12
282,Rio Cuarto,AR,-33.1307,-64.3499,61.47,26,0,18.75,clear sky,2022-07-28 20:07:12
283,Brewster,US,41.3973,-73.6171,90.95,69,40,10.36,scattered clouds,2022-07-28 20:03:38
284,Pevek,RU,69.7008,170.3133,39.61,78,94,2.46,overcast clouds,2022-07-28 20:01:23
285,Khasan,RU,42.4308,130.6434,70.38,97,100,6.46,overcast clouds,2022-07-28 20:05:01
286,Grindavik,IS,63.8424,-22.4338,48.67,81,75,10.36,broken clouds,2022-07-28 20:01:59
287,Port-Cartier,CA,50.0334,-66.8654,63.75,79,48,10.71,scattered clouds,2022-07-28 20:07:13
288,Onega,RU,63.9061,38.1404,62.53,85,81,4.34,broken clouds,2022-07-28 20:07:13
289,Kupang,ID,-10.1667,123.5833,73.69,75,43,12.48,scattered clouds,2022-07-28 20:07:13
290,Yellowknife,CA,62.456,-114.3525,52.03,89,100,10.27,light rain,2022-07-28 20:01:27
291,Mananara,MG,-16.1667,49.7667,66.09,94,58,4.59,light rain,2022-07-28 20:07:14
292,Agucadoura,PT,41.4318,-8.7804,72.32,83,0,15.61,clear sky,2022-07-28 20:07:14
293,Maridi,SS,4.9158,29.4742,66.15,96,100,1.3,light rain,2022-07-28 20:07:15
294,Yoichi,JP,43.2039,140.7703,69.08,86,98,2.42,overcast clouds,2022-07-28 20:07:15
295,North Bend,US,43.4065,-124.2243,81.25,81,0,13.8,clear sky,2022-07-28 20:07:15
296,Kutum,SD,14.2,24.6667,78.94,49,100,7.2,overcast clouds,2022-07-28 20:07:16
297,Nokaneng,BW,-19.6667,22.2667,62.53,32,1,5.7,clear sky,2022-07-28 20:07:16
298,Grafton,US,42.207,-71.6856,87.35,64,75,11.5,broken clouds,2022-07-28 20:05:43
299,Cidreira,BR,-30.1811,-50.2056,65.25,93,100,9.95,moderate rain,2022-07-28 20:04:36
300,Xuddur,SO,4.1213,43.8894,73.06,63,19,18.86,few clouds,2022-07-28 20:07:16
301,Mar Del Plata,AR,-38.0023,-57.5575,50.09,97,100,18.01,mist,2022-07-28 20:03:47
302,Russkaya Polyana,UA,49.417,31.9201,66.49,63,4,7.34,clear sky,2022-07-28 20:07:17
303,Raudeberg,NO,61.9875,5.1352,57.87,79,26,15.32,scattered clouds,2022-07-28 20:04:19
304,Uvalde,US,29.3669,-99.767,97.32,37,40,12.66,scattered clouds,2022-07-28 20:07:17
305,Turukhansk,RU,65.8167,87.9833,53.11,82,0,9.82,clear sky,2022-07-28 20:02:42
306,Nishihara,JP,26.1842,127.7558,82.45,86,40,6.91,scattered clouds,2022-07-28 20:04:08
307,Nouakchott,MR,18.0858,-15.9785,82.33,79,5,18.86,clear sky,2022-07-28 20:07:18
308,Esperance,AU,-33.8667,121.9,57.16,81,1,12.37,clear sky,2022-07-28 20:01:44
309,Pisco,PE,-13.7,-76.2167,64.45,72,40,9.22,scattered clouds,2022-07-28 20:04:22
310,Limbang,MY,4.75,115.0,77.11,96,70,2.04,broken clouds,2022-07-28 20:04:44
311,Bandar-E Lengeh,IR,26.5579,54.8807,90.05,67,100,15.1,overcast clouds,2022-07-28 20:07:18
312,Zhezkazgan,KZ,47.8043,67.7144,70.29,59,12,14.99,few clouds,2022-07-28 20:07:19
313,Batticaloa,LK,7.7102,81.6924,79.56,82,100,5.84,moderate rain,2022-07-28 20:06:16
314,Bonanza,NI,14.0289,-84.591,82.09,71,45,4.16,scattered clouds,2022-07-28 20:07:19
315,Dubbo,AU,-32.25,148.6167,37.53,100,75,3.44,broken clouds,2022-07-28 20:06:19
316,Deputatskiy,RU,69.3,139.9,50.23,55,100,4.29,overcast clouds,2022-07-28 20:07:20
317,Rovaniemi,FI,66.5,25.7167,54.81,76,40,8.05,scattered clouds,2022-07-28 20:07:20
318,Ferrol,ES,43.4832,-8.2369,68.52,85,1,2.28,clear sky,2022-07-28 20:07:20
319,Camacha,PT,33.0833,-16.3333,69.22,83,75,14.97,broken clouds,2022-07-28 20:07:21
320,Arraial Do Cabo,BR,-22.9661,-42.0278,73.47,77,35,19.98,scattered clouds,2022-07-28 20:00:49
321,Ornes,NO,66.8689,13.7078,51.53,79,40,4.5,scattered clouds,2022-07-28 20:07:21
322,Bucine,IT,43.4764,11.6148,83.59,71,24,1.54,few clouds,2022-07-28 20:07:21
323,Puerto Narino,CO,-3.7703,-70.3831,83.05,68,99,1.57,overcast clouds,2022-07-28 20:07:22
324,Loandjili,CG,-4.7561,11.8578,70.38,89,15,6.62,few clouds,2022-07-28 20:07:22
325,Huntsville,US,34.7304,-86.5861,96.85,52,94,8.01,overcast clouds,2022-07-28 20:02:33
326,Watsa,CD,3.0372,29.5355,63.59,98,100,1.23,light rain,2022-07-28 20:07:22
327,Taywarah,AF,33.35,64.4167,65.88,37,45,4.99,scattered clouds,2022-07-28 20:07:23
328,Gao,ML,16.6362,1.637,85.19,53,100,22.93,light rain,2022-07-28 20:03:41
329,Rocha,UY,-34.4833,-54.3333,48.69,84,94,16.51,overcast clouds,2022-07-28 20:07:23
330,San Lawrenz,MT,36.0553,14.204,81.86,88,0,4.99,clear sky,2022-07-28 20:07:24
331,Bud,US,39.447,-86.1758,88.93,56,52,5.41,broken clouds,2022-07-28 20:07:24
332,Karangasem,ID,-8.45,115.6167,75.47,77,99,2.21,overcast clouds,2022-07-28 20:07:24
333,Jishou,CN,28.3167,109.7167,73.51,93,1,0.89,clear sky,2022-07-28 20:07:25
334,Tongchuan,CN,35.0806,109.0897,70.47,61,32,3.58,scattered clouds,2022-07-28 20:07:25
335,Thinadhoo,MV,0.5333,72.9333,82.72,72,87,13.18,overcast clouds,2022-07-28 20:07:25
336,Makasar,ID,-5.14,119.4221,71.65,94,20,2.3,few clouds,2022-07-28 20:07:26
337,Bogorodskoye,RU,56.55,37.8833,63.39,98,100,9.4,overcast clouds,2022-07-28 20:07:26
338,Aklavik,CA,68.2191,-135.0107,42.58,88,100,7.7,overcast clouds,2022-07-28 20:05:39
339,Atbasar,KZ,51.8,68.3333,63.27,91,100,5.17,overcast clouds,2022-07-28 20:07:26
340,Eureka,US,40.8021,-124.1637,74.19,75,68,7.0,broken clouds,2022-07-28 20:07:27
341,Pak Phanang,TH,8.3511,100.202,79.95,84,52,3.36,broken clouds,2022-07-28 20:06:21
342,Hungund,IN,16.0667,76.05,83.03,69,100,4.68,overcast clouds,2022-07-28 20:07:27
343,Remscheid,DE,51.1833,7.2,70.07,60,100,5.48,light rain,2022-07-28 20:07:27
344,Sorland,NO,67.667,12.6934,53.46,75,51,14.03,broken clouds,2022-07-28 20:07:28
345,Khandyga,RU,62.6667,135.6,64.94,72,96,2.13,overcast clouds,2022-07-28 20:07:28
346,Hasaki,JP,35.7333,140.8333,77.4,90,79,10.94,broken clouds,2022-07-28 20:01:57
347,Honiara,SB,-9.4333,159.95,76.39,88,31,6.46,scattered clouds,2022-07-28 20:05:37
348,Piracuruca,BR,-3.9281,-41.7092,85.64,47,93,3.18,overcast clouds,2022-07-28 20:07:28
349,Beringovskiy,RU,63.05,179.3167,49.41,81,100,8.01,overcast clouds,2022-07-28 20:05:16
350,Atambua,ID,-9.1061,124.8925,66.83,85,72,6.87,broken clouds,2022-07-28 20:07:29
351,Shelburne,CA,44.0787,-80.2041,79.75,51,55,17.02,broken clouds,2022-07-28 20:07:29
352,Ancud,CL,-41.8697,-73.8203,47.52,79,100,4.97,overcast clouds,2022-07-28 20:05:35
353,Kavieng,PG,-2.5744,150.7967,80.83,79,57,17.34,light rain,2022-07-28 19:59:01
354,Luanda,AO,-8.8368,13.2343,69.33,85,55,10.38,broken clouds,2022-07-28 20:07:30
355,Berkakit,RU,56.5807,124.7681,60.26,98,100,4.63,moderate rain,2022-07-28 20:07:30
356,Harper,LR,4.375,-7.7169,74.8,77,100,7.52,overcast clouds,2022-07-28 20:07:30
357,Chake Chake,TZ,-5.2459,39.7666,72.37,84,5,6.82,clear sky,2022-07-28 20:07:31
358,Praxedis Guerrero,MX,31.3667,-106.0167,90.86,27,4,5.41,clear sky,2022-07-28 20:05:22
359,Arawa,PG,-6.2132,155.5367,75.58,92,99,2.66,light rain,2022-07-28 20:07:31
360,Novovarshavka,RU,54.1721,74.6946,64.51,97,100,11.99,moderate rain,2022-07-28 20:07:32
361,Tezu,IN,27.9167,96.1667,74.17,96,35,3.22,scattered clouds,2022-07-28 20:07:32
362,Navrongo,GH,10.8956,-1.0921,78.85,76,99,6.35,overcast clouds,2022-07-28 20:07:32
363,Poronaysk,RU,49.2167,143.1167,57.49,95,99,0.76,overcast clouds,2022-07-28 20:07:34
364,Makokou,GA,0.5738,12.8642,70.48,79,100,2.66,overcast clouds,2022-07-28 20:07:34
365,Lompoc,US,34.6391,-120.4579,87.69,69,0,17.27,clear sky,2022-07-28 20:04:45
366,Svetlaya,RU,46.5389,138.3297,63.84,97,87,2.35,overcast clouds,2022-07-28 20:07:34
367,Lavrentiya,RU,65.5833,-171.0,43.7,88,100,4.94,overcast clouds,2022-07-28 20:05:16
368,Choma,ZM,-16.8065,26.9531,55.06,57,3,1.68,clear sky,2022-07-28 20:07:35
369,Yumen,CN,40.2833,97.2,76.84,13,82,9.42,broken clouds,2022-07-28 20:05:59
370,Show Low,US,34.2542,-110.0298,78.66,60,20,6.91,few clouds,2022-07-28 20:07:35
371,Acapulco,MX,16.8634,-99.8901,82.96,69,75,3.47,broken clouds,2022-07-28 20:02:01
372,Namibe,AO,-15.1961,12.1522,61.75,85,11,8.1,few clouds,2022-07-28 20:04:01
373,Dong Hoi,VN,17.4833,106.6,80.08,80,100,2.93,overcast clouds,2022-07-28 20:07:36
374,Katherine,AU,-14.4667,132.2667,59.32,67,60,6.91,broken clouds,2022-07-28 20:04:26
375,Kailua,US,21.4022,-157.7394,83.61,61,40,8.05,scattered clouds,2022-07-28 20:07:36
376,Olga,RU,43.7444,135.2892,66.25,98,99,1.59,overcast clouds,2022-07-28 20:07:37
377,Komsomolskiy,UZ,40.4272,71.7189,88.52,20,100,11.5,overcast clouds,2022-07-28 20:02:09
378,Leshukonskoye,RU,64.8989,45.7622,63.43,97,77,1.83,broken clouds,2022-07-28 20:07:37
379,Port Elizabeth,ZA,-33.918,25.5701,64.09,76,0,7.18,clear sky,2022-07-28 20:00:26
380,Mayumba,GA,-3.432,10.6554,69.73,90,64,4.5,broken clouds,2022-07-28 20:07:37
381,Ponta Do Sol,PT,32.6667,-17.1,75.7,81,1,2.93,clear sky,2022-07-28 20:04:02
382,Mana,GF,5.6592,-53.7767,81.18,80,97,6.8,overcast clouds,2022-07-28 20:07:38
383,Straumen,NO,63.8709,11.2999,51.8,77,77,2.01,broken clouds,2022-07-28 20:07:38
384,Izhma,RU,65.0083,53.9113,66.54,59,21,7.25,few clouds,2022-07-28 20:07:39
385,Vinh,VN,18.6667,105.6667,78.8,87,100,3.49,overcast clouds,2022-07-28 20:01:07
386,Tailai,CN,46.3833,123.4,67.5,99,100,2.39,overcast clouds,2022-07-28 20:07:39
387,Pahrump,US,36.2083,-115.9839,98.65,28,5,3.0,clear sky,2022-07-28 20:05:24
388,Itarema,BR,-2.9248,-39.9167,80.51,71,35,16.67,scattered clouds,2022-07-28 20:07:39
389,Wufeng,CN,27.45,104.8333,58.66,90,3,2.91,clear sky,2022-07-28 20:04:56
390,Norman Wells,CA,65.282,-126.8329,68.83,33,12,4.29,few clouds,2022-07-28 20:04:43
391,Kabalo,CD,-6.05,26.9167,82.0,30,9,1.28,clear sky,2022-07-28 20:07:40
392,Loralai,PK,30.3705,68.598,77.05,73,100,2.33,overcast clouds,2022-07-28 20:07:40
393,Moron,AR,-34.6534,-58.6198,57.99,56,4,11.34,clear sky,2022-07-28 20:01:17
394,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.35,71,56,7.58,broken clouds,2022-07-28 20:07:41
395,Carlsbad,US,33.1581,-117.3506,96.26,71,0,10.36,clear sky,2022-07-28 20:05:07
396,Mrakovo,RU,52.7161,56.6244,57.99,79,69,5.14,broken clouds,2022-07-28 20:07:41
397,Half Moon Bay,US,37.4636,-122.4286,82.81,71,40,18.41,scattered clouds,2022-07-28 20:04:19
398,Neya,RU,58.2972,43.8681,65.19,75,23,7.11,few clouds,2022-07-28 20:07:41
399,Auki,SB,-8.7676,160.7034,76.24,87,76,4.63,broken clouds,2022-07-28 20:07:42
400,Talcahuano,CL,-36.7167,-73.1167,56.88,67,0,12.66,clear sky,2022-07-28 20:03:11
401,Svetlogorsk,BY,52.6333,29.7333,62.22,71,100,4.29,overcast clouds,2022-07-28 20:07:42
402,Tilichiki,RU,60.4667,166.1,47.23,77,100,6.73,overcast clouds,2022-07-28 20:04:52
403,Tigbao,PH,12.5546,123.3389,81.46,84,100,11.99,very heavy rain,2022-07-28 20:07:43
404,Penzance,GB,50.1186,-5.5371,65.08,76,45,4.65,scattered clouds,2022-07-28 20:07:43
405,Grand-Santi,GF,4.25,-54.3833,81.28,90,100,1.68,overcast clouds,2022-07-28 20:07:43
406,Lianran,CN,24.9227,102.485,62.13,95,62,1.32,broken clouds,2022-07-28 20:07:44
407,Okha,RU,53.5739,142.9478,55.29,92,59,7.43,broken clouds,2022-07-28 20:07:44
408,Khandagayty,RU,50.7333,92.05,53.29,68,12,1.81,few clouds,2022-07-28 20:07:44
409,Severo-Yeniseyskiy,RU,60.3725,93.0408,52.92,86,54,2.53,broken clouds,2022-07-28 20:07:44
410,Belmonte,BR,-15.8631,-38.8828,73.06,74,1,6.96,clear sky,2022-07-28 20:07:45
411,Port Hardy,CA,50.6996,-127.4199,66.88,79,64,3.49,broken clouds,2022-07-28 20:03:27
412,Snezhnogorsk,RU,69.1933,33.2531,49.78,80,100,15.39,overcast clouds,2022-07-28 20:07:45
413,Ambon,ID,-3.6954,128.1814,77.14,94,75,4.61,broken clouds,2022-07-28 20:05:21
414,Port Moresby,PG,-9.4431,147.1797,74.1,91,67,7.72,broken clouds,2022-07-28 20:07:46
415,Hayden,US,47.766,-116.7866,98.2,31,0,3.0,clear sky,2022-07-28 20:05:29
416,San Ramon,US,37.7799,-121.978,86.22,54,0,11.5,clear sky,2022-07-28 20:06:57
417,Requena,ES,39.4883,-1.1004,73.8,80,5,7.7,clear sky,2022-07-28 20:07:46
418,Trofaiach,AT,47.4167,15.0,67.66,89,100,1.1,overcast clouds,2022-07-28 20:07:47
419,Boyolangu,ID,-8.1181,111.8935,71.85,94,100,1.77,overcast clouds,2022-07-28 20:07:47
420,Gigmoto,PH,13.7796,124.39,80.94,84,100,4.54,light rain,2022-07-28 20:07:47
421,Novouzensk,RU,50.4592,48.1431,77.02,55,53,7.54,broken clouds,2022-07-28 20:07:48
422,Sidney,AU,-33.8679,151.2073,51.75,72,20,14.97,few clouds,2022-07-28 20:04:23
423,Katobu,ID,-4.9408,122.5276,72.66,89,28,4.07,scattered clouds,2022-07-28 20:07:48
424,Chihuahua,MX,28.5,-106.0,79.63,36,57,9.84,broken clouds,2022-07-28 20:04:08
425,Lufilufi,WS,-13.8745,-171.5986,79.57,79,27,17.58,light rain,2022-07-28 20:07:49
426,Ngunguru,NZ,-35.6167,174.5,52.7,78,20,8.81,few clouds,2022-07-28 20:04:25
427,Jacmel,HT,18.2342,-72.5347,91.24,63,37,6.53,scattered clouds,2022-07-28 20:07:49
428,Taoudenni,ML,22.6783,-3.9836,107.83,13,60,15.84,broken clouds,2022-07-28 20:04:23
429,Clyde River,CA,70.4692,-68.5914,39.43,100,100,13.8,light rain,2022-07-28 20:05:43
430,Yuanping,CN,38.7153,112.7575,63.5,89,97,0.38,overcast clouds,2022-07-28 20:07:50
431,Podor,MR,16.6527,-14.9587,89.44,48,100,19.33,overcast clouds,2022-07-28 20:07:50
432,Fukue,JP,32.6881,128.8419,82.06,82,8,8.25,clear sky,2022-07-28 20:07:50
433,Nizhniy Ingash,RU,56.2,96.53,55.31,94,100,4.52,overcast clouds,2022-07-28 20:07:51
434,Hyeres,FR,43.1167,6.1167,83.05,51,0,5.75,clear sky,2022-07-28 20:07:51
435,Acari,PE,-15.4311,-74.6158,68.74,65,39,8.43,scattered clouds,2022-07-28 20:07:51
436,Howard Springs,AU,-12.497,131.047,67.91,76,81,6.73,broken clouds,2022-07-28 20:07:52
437,Moerai,PF,-22.4333,-151.3333,73.15,79,45,25.5,light rain,2022-07-28 20:07:52
438,Ayr,GB,55.4627,-4.6339,60.78,82,75,4.61,broken clouds,2022-07-28 20:04:02
439,Kahului,US,20.8947,-156.47,87.82,57,20,18.41,few clouds,2022-07-28 20:05:47
440,Manokwari,ID,-0.8667,134.0833,77.65,80,100,1.74,overcast clouds,2022-07-28 20:07:52
441,Bara,NG,10.3744,10.7288,74.68,87,61,6.87,broken clouds,2022-07-28 20:04:45
442,San Vicente,AR,-26.6167,-54.1333,73.54,52,100,3.44,overcast clouds,2022-07-28 20:07:53
443,Klyuchi,RU,52.2667,79.1667,67.14,65,58,7.94,broken clouds,2022-07-28 20:07:53
444,Konstantinovka,RU,49.6167,127.9833,68.09,95,92,4.85,light rain,2022-07-28 20:07:53
445,Karimpur,IN,23.9667,88.6167,83.61,71,100,5.68,overcast clouds,2022-07-28 20:07:54
446,Vangaindrano,MG,-23.35,47.6,65.71,92,70,4.68,light rain,2022-07-28 20:03:50
447,Kibondo,TZ,-3.5864,30.7203,70.02,44,76,4.27,broken clouds,2022-07-28 20:07:54
448,Cap Malheureux,MU,-19.9842,57.6142,69.48,77,2,1.01,clear sky,2022-07-28 20:07:55
449,Kishorganj,BD,24.4333,90.7667,82.9,79,97,2.55,overcast clouds,2022-07-28 20:07:45
450,Kyra,RU,49.5776,111.9753,52.79,94,100,2.71,overcast clouds,2022-07-28 20:07:55
451,Bandrele,YT,-12.9067,45.1914,74.95,83,0,6.91,clear sky,2022-07-28 20:07:55
452,Alice Springs,AU,-23.7,133.8833,35.15,51,29,0.0,scattered clouds,2022-07-28 20:05:33
453,Mackenzie,CA,55.2999,-123.1698,88.86,23,0,5.19,clear sky,2022-07-28 20:07:56
454,Narsaq,GL,60.9167,-46.05,61.02,60,52,6.08,broken clouds,2022-07-28 20:03:52
455,Naze,JP,28.3667,129.4833,80.6,81,24,13.33,few clouds,2022-07-28 20:05:45
456,Ngama,TD,11.7833,17.1667,79.99,72,84,8.5,broken clouds,2022-07-28 20:07:56
457,San Juan De Los Morros,VE,9.9115,-67.3538,78.76,80,56,2.64,light rain,2022-07-28 20:07:57
